date,masks,isPartial
2020-09-30,45,False
2020-10-01,43,False
2020-10-02,44,False
2020-10-03,0,False
2020-10-04,50,False
2020-10-05,37,False
2020-10-06,53,False
2020-10-07,55,False
2020-10-08,50,False
2020-10-09,34,False
2020-10-10,47,False
2020-10-11,0,False
2020-10-12,0,False
2020-10-13,0,False
2020-10-14,44,False
2020-10-15,55,False
2020-10-16,35,False
2020-10-17,46,False
2020-10-18,100,False
